title_y,cluster_id
Harry Potter and the Prisoner of Azkaban,2
Australia,1
After Earth,2
Dinosaur,2
Night at the Museum: Secret of the Tomb,2
Megamind,2
Harry Potter and the Philosopher's Stone,2
R.I.P.D.,1
Pirates of the Caribbean: The Curse of the Black Pearl,2
The Hunger Games: Mockingjay - Part 1,2
The Da Vinci Code,2
Rio 2,2
X2,2
Fast Five,2
Sherlock Holmes: A Game of Shadows,2
Clash of the Titans,2
Total Recall,1
The 13th Warrior,1
The Bourne Legacy,1
Batman & Robin,1
How the Grinch Stole Christmas,1
The Day After Tomorrow,2
Mission: Impossible II,2
The Perfect Storm,1
Fantastic 4: Rise of the Silver Surfer,2
Life of Pi,2
Ghost Rider,1
Jason Bourne,2
Charlie's Angels: Full Throttle,2
Prometheus,2
Stuart Little 2,2
Elysium,1
The Chronicles of Riddick,1
RoboCop,1
Speed Racer,2
How Do You Know,1
Knight and Day,1
Oblivion,2
Star Wars: Episode III - Revenge of the Sith,2
Star Wars: Episode II - Attack of the Clones,2
"Monsters, Inc.",2
The Wolverine,2
Star Wars: Episode I - The Phantom Menace,2
The Croods,2
Asterix at the Olympic Games,1
Windtalkers,1
The Huntsman: Winter's War,2
Teenage Mutant Ninja Turtles,2
Gravity,2
Dante's Peak,1
Teenage Mutant Ninja Turtles: Out of the Shadows,2
Fantastic Four,1
Night at the Museum,2
San Andreas,2
Tomorrow Never Dies,1
The Patriot,1
Ocean's Twelve,1
Mr. & Mrs. Smith,2
Insurgent,1
The Aviator,1
Gulliver's Travels,1
The Green Hornet,1
300: Rise of an Empire,2
The Smurfs,2
Home on the Range,1
Allegiant,1
Real Steel,2
The Smurfs 2,2
Speed 2: Cruise Control,1
Ender's Game,1
Live Free or Die Hard,2
The Lord of the Rings: The Fellowship of the Ring,2
Around the World in 80 Days,1
Ali,1
The Cat in the Hat,3
"I, Robot",2
Kingdom of Heaven,1
Stuart Little,2
The Princess and the Frog,2
The Martian,2
The Island,1
Town & Country,2
Gone in Sixty Seconds,1
Gladiator,2
Minority Report,1
Harry Potter and the Chamber of Secrets,2
Casino Royale,2
Planet of the Apes,1
Terminator 2: Judgment Day,1
Public Enemies,1
American Gangster,1
True Lies,1
The Taking of Pelham 1 2 3,1
Little Fockers,2
The Other Guys,2
Eraser,1
Django Unchained,2
The Hunchback of Notre Dame,1
The Emperor's New Groove,1
The Expendables 2,1
National Treasure,1
Eragon,1
Where the Wild Things Are,2
Epic,2
The Tourist,1
End of Days,1
Blood Diamond,1
The Wolf of Wall Street,2
Batman Forever,1
Starship Troopers,1
Cloud Atlas,1
Legend of the Guardians: The Owls of Ga'Hoole,2
Catwoman,1
Hercules,1
Treasure Planet,2
Land of the Lost,1
The Expendables 3,1
Point Break,1
Son of the Mask,1
In the Heart of the Sea,1
The Adventures of Pluto Nash,1
Green Zone,1
The Peanuts Movie,2
The Spanish Prisoner,3
The Mummy Returns,2
Gangs of New York,1
The Flowers of War,1
Surf's Up,2
The Stepford Wives,1
Black Hawk Down,1
The Campaign,3
The Fifth Element,1
Sex and the City 2,2
The Road to El Dorado,2
Ice Age: Continental Drift,2
Cinderella,2
The Lovely Bones,1
Finding Nemo,2
The Lord of the Rings: The Return of the King,2
The Lord of the Rings: The Two Towers,2
Seventh Son,1
Lara Croft: Tomb Raider,1
Transcendence,1
Jurassic Park III,1
Rise of the Planet of the Apes,2
The Spiderwick Chronicles,1
A Good Day to Die Hard,1
The Alamo,1
The Incredibles,2
Cutthroat Island,1
Percy Jackson & the Olympians: The Lightning Thief,1
Men in Black,2
Toy Story 2,2
Unstoppable,1
Rush Hour 2,1
What Lies Beneath,1
Cloudy with a Chance of Meatballs,2
Ice Age: Dawn of the Dinosaurs,2
The Secret Life of Walter Mitty,1
Charlie's Angels,1
The Departed,1
Mulan,2
Tropic Thunder,1
The Girl with the Dragon Tattoo,1
Die Hard: With a Vengeance,1
Sherlock Holmes,2
Ben-Hur,2
Atlantis: The Lost Empire,1
Alvin and the Chipmunks: The Road Chip,2
Valkyrie,1
You Don't Mess with the Zohan,1
Pixels,2
A.I. Artificial Intelligence,1
The Haunted Mansion,1
Contact,1
Hollow Man,1
The Interpreter,1
Percy Jackson: Sea of Monsters,1
Lara Croft Tomb Raider: The Cradle of Life,1
Now You See Me 2,1
The Saint,1
Spy Game,1
Mission to Mars,1
Rio,2
Bicentennial Man,1
Volcano,1
The Devil's Own,1
K-19: The Widowmaker,1
Conan the Barbarian,1
Cinderella Man,1
The Nutcracker: The Untold Story,2
Seabiscuit,1
Twister,1
Cast Away,2
Happy Feet,2
The Bourne Supremacy,1
Air Force One,1
Ocean's Eleven,1
The Three Musketeers,1
Hotel Transylvania,2
Enchanted,2
Safe House,1
102 Dalmatians,1
Tower Heist,1
The Holiday,1
Enemy of the State,1
It's Complicated,2
Ocean's Thirteen,1
Open Season,2
Divergent,1
Enemy at the Gates,1
The Rundown,1
Last Action Hero,1
Memoirs of a Geisha,1
The Fast and the Furious: Tokyo Drift,1
Arthur Christmas,3
Meet Joe Black,1
Collateral Damage,1
All That Jazz,4
Mirror Mirror,2
Scott Pilgrim vs. the World,2
The Core,1
Nutty Professor II: The Klumps,1
Scooby-Doo,1
Dredd,1
Click,2
Creepshow,4
Cats & Dogs 2 : The Revenge of Kitty Galore,2
Jumper,1
Hellboy II: The Golden Army,1
Zodiac,1
The 6th Day,1
Bruce Almighty,1
The Expendables,1
Mission: Impossible,1
The Hunger Games,2
The Hangover Part II,2
Batman Returns,1
Over the Hedge,2
Lilo & Stitch,1
Charlotte's Web,1
Deep Impact,1
RED 2,1
The Longest Yard,2
Alvin and the Chipmunks: Chipwrecked,2
Grown Ups 2,1
Get Smart,2
Something's Gotta Give,2
Shutter Island,1
Four Christmases,1
Robots,2
Face/Off,1
Bedtime Stories,2
Road to Perdition,1
Just Go with It,1
Con Air,1
Eagle Eye,1
Cold Mountain,1
The Book of Eli,1
Flubber,1
The Haunting,1
Space Jam,1
The Pink Panther,3
The Day the Earth Stood Still,1
Conspiracy Theory,1
Fury,1
Six Days Seven Nights,1
Yogi Bear,2
Spirit: Stallion of the Cimarron,1
Zookeeper,2
Lost in Space,1
The Manchurian Candidate,1
Déjà Vu,0
Hotel Transylvania 2,2
Fantasia 2000,1
The Time Machine,1
Mighty Joe Young,1
Swordfish,1
The Legend of Zorro,1
What Dreams May Come,1
Little Nicky,1
The Brothers Grimm,1
Mars Attacks!,1
Evolution,3
The Edge,3
Surrogates,1
Thirteen Days,1
Daylight,1
Walking With Dinosaurs,2
Battlefield Earth,1
Looney Tunes: Back in Action,1
Nine,2
Timeline,1
The Postman,1
Babe: Pig in the City,1
The Last Witch Hunter,1
Red Planet,1
Arthur and the Invisibles,1
Oceans,3
A Sound of Thunder,1
Pompeii,1
Top Cat Begins,0
A Beautiful Mind,1
The Lion King,2
Journey 2: The Mysterious Island,1
Cloudy with a Chance of Meatballs 2,2
Red Dragon,1
Hidalgo,1
Jack and Jill,1
2 Fast 2 Furious,1
The Little Prince,2
The Invasion,1
The Adventures of Rocky & Bullwinkle,1
The Secret Life of Pets,2
The League of Extraordinary Gentlemen,1
Despicable Me 2,2
Independence Day,2
The Lost World: Jurassic Park,1
Madagascar,2
Children of Men,1
X-Men,1
Wanted,1
The Rock,1
Ice Age: The Meltdown,2
50 First Dates,1
Hairspray,1
Exorcist: The Beginning,1
Inspector Gadget,2
Now You See Me,1
Grown Ups,2
The Terminal,1
Hotel for Dogs,2
Vertical Limit,1
Charlie Wilson's War,1
Shark Tale,2
Dreamgirls,1
Be Cool,1
Munich,1
Tears of the Sun,1
Killers,1
The Man from U.N.C.L.E.,1
Spanglish,1
Monster House,1
Bandits,1
First Knight,1
Anna and the King,1
Immortals,1
Hostage,3
Titan A.E.,1
Hollywood Homicide,1
Soldier,1
Carriers,3
Monkeybone,1
Flight of the Phoenix,1
Unbreakable,1
Minions,2
Sucker Punch,1
Snake Eyes,1
Sphere,1
The Angry Birds Movie,2
Fool's Gold,1
Funny People,2
The Kingdom,1
Talladega Nights: The Ballad of Ricky Bobby,2
Dr. Dolittle 2,1
Braveheart,1
Jarhead,1
The Simpsons Movie,2
The Majestic,1
Driven,1
Two Brothers,1
The Village,1
Doctor Dolittle,1
Signs,1
Shrek 2,2
Cars,2
Runaway Bride,1
xXx,1
The SpongeBob Movie: Sponge Out of Water,2
Ransom,1
Inglourious Basterds,1
Hook,1
Die Hard 2,1
S.W.A.T.,1
Vanilla Sky,1
Lady in the Water,1
AVP: Alien vs. Predator,1
Alvin and the Chipmunks: The Squeakquel,2
We Were Soldiers,1
Olympus Has Fallen,1
Star Trek: Insurrection,1
Battle: Los Angeles,1
Big Fish,1
Wolf,4
War Horse,1
The Monuments Men,1
The Abyss,1
Wall Street: Money Never Sleeps,2
Dracula Untold,1
The Siege,1
Stardust,1
Seven Years in Tibet,1
The Dilemma,1
Bad Company,1
Doom,1
I Spy,1
Underworld: Awakening,1
Rock of Ages,1
Hart's War,1
Killer Elite,1
Rollerball,3
Ballistic: Ecks vs. Sever,1
Hard Rain,1
Osmosis Jones,1
Legends of Oz: Dorothy's Return,1
Blackhat,1
Sky Captain and the World of Tomorrow,1
Basic Instinct 2,1
Escape Plan,1
The Legend of Hercules,1
The Sum of All Fears,1
The Twilight Saga: Eclipse,2
The Score,1
Despicable Me,2
Money Train,1
Ted 2,1
Agora,1
Mystery Men,1
Hall Pass,3
The Insider,1
The Finest Hours,1
Body of Lies,1
Dinner for Schmucks,2
Abraham Lincoln: Vampire Hunter,1
Entrapment,1
The X Files,1
The Last Legion,1
Saving Private Ryan,1
Need for Speed,1
What Women Want,1
Ice Age,2
Dreamcatcher,1
Lincoln,1
The Matrix,1
Apollo 13,1
The Santa Clause 2,1
Les Misérables,2
You've Got Mail,1
Step Brothers,1
The Mask of Zorro,1
Due Date,1
Unbroken,1
Space Cowboys,1
Cliffhanger,1
Broken Arrow,1
The Kid,1
World Trade Center,1
Mona Lisa Smile,1
The Dictator,2
Eyes Wide Shut,1
Annie,1
Focus,1
This Means War,1
Blade: Trinity,1
Red Dawn,4
Primary Colors,1
Resident Evil: Retribution,1
Death Race,1
The Long Kiss Goodnight,1
Proof of Life,1
Zathura: A Space Adventure,1
Fight Club,1
We Are Marshall,1
Hudson Hawk,1
Lucky Numbers,1
"I, Frankenstein",1
Oliver Twist,1
Elektra,1
Sin City: A Dame to Kill For,1
Random Hearts,1
Everest,1
Perfume: The Story of a Murderer,1
Austin Powers in Goldmember,1
Astro Boy,2
Jurassic Park,2
Wyatt Earp,4
Clear and Present Danger,1
Dragon Blade,1
Little Man,1
U-571,1
The American President,1
The Love Guru,3
3000 Miles to Graceland,1
The Hateful Eight,1
Blades of Glory,3
Hop,2
300,1
Meet the Fockers,2
Marley & Me,1
The Green Mile,1
Wild Hogs,1
Chicken Little,2
Gone Girl,1
The Bourne Identity,1
GoldenEye,1
The General's Daughter,1
The Truman Show,1
The Prince of Egypt,1
Daddy Day Care,1
2 Guns,1
Cats & Dogs,1
The Italian Job,1
Two Weeks Notice,1
Antz,1
Couples Retreat,2
Days of Thunder,1
Cheaper by the Dozen 2,1
Maze Runner: The Scorch Trials,1
Eat Pray Love,1
The Family Man,1
RED,1
Any Given Sunday,1
The Horse Whisperer,1
Collateral,1
The Scorpion King,1
Ladder 49,1
Jack Reacher,1
Deep Blue Sea,1
This Is It,2
Contagion,1
Kangaroo Jack,3
Coraline,1
The Happening,1
Man on Fire,1
The Shaggy Dog,1
Starsky & Hutch,1
Jingle All the Way,1
Hellboy,1
A Civil Action,1
ParaNorman,1
The Jackal,1
Paycheck,1
Up Close & Personal,1
The Tale of Despereaux,1
The Tuxedo,3
Under Siege 2: Dark Territory,1
Jack Ryan: Shadow Recruit,1
Joy,1
London Has Fallen,1
Alien: Resurrection,1
Shooter,1
The Boxtrolls,1
Practical Magic,1
The Lego Movie,2
Miss Congeniality 2: Armed and Fabulous,3
Reign of Fire,1
Gangster Squad,1
Year One,2
Invictus,1
State of Play,1
Duplicity,2
My Favorite Martian,2
The Sentinel,1
Planet 51,2
Star Trek: Nemesis,1
Intolerable Cruelty,1
Trouble with the Curve,3
Edge of Darkness,1
The Relic,1
Analyze That,1
Righteous Kill,2
Mercury Rising,1
The Soloist,3
The Legend of Bagger Vance,1
Almost Famous,1
Garfield: A Tail of Two Kitties,3
xXx: State of the Union,1
Priest,1
Sinbad: Legend of the Seven Seas,1
Event Horizon,1
Dragonfly,1
The Black Dahlia,1
Flyboys,1
The Last Castle,1
Supernova,1
Winter's Tale,1
The Mortal Instruments: City of Bones,2
Meet Dave,1
Dark Water,3
Edtv,1
Inkheart,1
The Spirit,1
Mortdecai,1
In the Name of the King: A Dungeon Siege Tale,1
Beyond Borders,1
The Monkey King 2,2
The Great Raid,1
Deadpool,2
Holy Man,3
American Sniper,2
Goosebumps,1
Just Like Heaven,1
The Flintstones in Viva Rock Vegas,1
Rambo III,1
Leatherheads,1
The Ridiculous 6,1
Did You Hear About the Morgans?,2
The Internship,1
Resident Evil: Afterlife,1
Red Tails,1
The Devil's Advocate,1
That's My Boy,2
DragonHeart,1
After the Sunset,1
Ghost Rider: Spirit of Vengeance,1
Captain Corelli's Mandolin,1
The Pacifier,1
Walking Tall,1
Forrest Gump,1
Alvin and the Chipmunks,1
Meet the Parents,1
Pocahontas,1
Superman,1
The Nutty Professor,1
Hitch,2
George of the Jungle,1
American Wedding,1
Captain Phillips,1
Date Night,1
Casper,1
The Equalizer,1
Maid in Manhattan,1
Crimson Tide,1
The Pursuit of Happyness,1
Flightplan,1
Disclosure,1
City of Angels,1
Kill Bill: Vol. 1,1
Bowfinger,1
Kill Bill: Vol. 2,1
Tango & Cash,1
Death Becomes Her,1
Shanghai Noon,1
Executive Decision,1
Mr. Popper's Penguins,2
The Forbidden Kingdom,1
Free Birds,2
Alien³,1
Evita,1
Ronin,1
The Ghost and the Darkness,1
Paddington,2
The Watch,1
The Hunted,3
Instinct,1
Stuck on You,1
Semi-Pro,0
The Pirates! In an Adventure with Scientists!,2
Changeling,1
Chain Reaction,1
The Fan,1
The Phantom of the Opera,1
Elizabeth: The Golden Age,1
Æon Flux,1
Gods and Generals,4
Turbulence,1
Imagine That,3
Muppets Most Wanted,2
Thunderbirds,1
Burlesque,1
A Very Long Engagement,4
Lolita,4
D-Tox,3
Blade II,1
Seven Pounds,1
Bullet to the Head,3
The Godfather: Part III,1
Elizabethtown,1
"You, Me and Dupree",1
Superman II,1
Gigli,1
All the King's Men,1
Shaft,1
Anastasia,1
Moulin Rouge!,1
Domestic Disturbance,1
Black Mass,1
Flags of Our Fathers,1
Law Abiding Citizen,1
Grindhouse,1
Beloved,4
Lucky You,3
Catch Me If You Can,1
Zero Dark Thirty,1
The Break-Up,2
Mamma Mia!,2
Valentine's Day,1
The Dukes of Hazzard,1
The Thin Red Line,1
The Change-Up,1
Man on the Moon,1
Casino,1
From Paris with Love,3
Bulletproof Monk,1
"Me, Myself & Irene",1
Barnyard,1
Deck the Halls,3
The Twilight Saga: New Moon,2
Shrek,2
The Adjustment Bureau,1
Robin Hood: Prince of Thieves,1
Jerry Maguire,1
Ted,2
As Good as It Gets,1
Patch Adams,1
Anchorman 2: The Legend Continues,2
Mr. Deeds,1
Super 8,1
Erin Brockovich,1
How to Lose a Guy in 10 Days,1
22 Jump Street,1
Interview with the Vampire,1
Yes Man,1
Central Intelligence,1
Stepmom,1
Daddy's Home,1
Into the Woods,1
Inside Man,1
Payback,1
Congo,1
We Bought a Zoo,2
Knowing,1
Failure to Launch,1
The Ring Two,1
"Crazy, Stupid, Love.",1
Garfield,1
Christmas with the Kranks,3
Moneyball,1
Outbreak,1
Non-Stop,1
Race to Witch Mountain,1
V for Vendetta,1
Shanghai Knights,1
Curious George,1
Herbie Fully Loaded,1
Don't Say a Word,1
Hansel & Gretel: Witch Hunters,1
Unfaithful,1
I Am Number Four,1
Syriana,1
13 Hours: The Secret Soldiers of Benghazi,1
The Book of Life,1
Firewall,3
Absolute Power,1
G.I. Jane,1
The Game,1
Silent Hill,1
The Replacements,3
American Reunion,1
The Negotiator,1
Into the Storm,1
Beverly Hills Cop III,1
Gremlins 2: The New Batch,1
The Judge,1
The Peacemaker,1
Resident Evil: Apocalypse,1
Bridget Jones: The Edge of Reason,1
Out of Time,3
On Deadly Ground,1
The Adventures of Sharkboy and Lavagirl,1
The Beach,1
Raising Helen,1
Ninja Assassin,3
For Love of the Game,4
Striptease,1
Marmaduke,1
Hereafter,2
Murder by Numbers,1
Assassins,1
Hannibal Rising,1
The Story of Us,3
The Host,1
Basic,3
Blood Work,3
The International,3
Escape from L.A.,1
The Iron Giant,1
The Life Aquatic with Steve Zissou,1
Free State of Jones,1
The Life of David Gale,1
Man of the House,2
Run All Night,1
Eastern Promises,3
Into the Blue,1
The Messenger: The Story of Joan of Arc,1
Your Highness,2
Dream House,3
Mad City,1
Baby's Day Out,1
The Scarlet Letter,4
Fair Game,0
Domino,1
Jade,1
Gamer,3
Beautiful Creatures,1
Death to Smoochy,3
Zoolander 2,2
The Big Bounce,3
What Planet Are You From?,3
Drive Angry,3
Street Fighter: The Legend of Chun-Li,2
The One,1
The Adventures of Ford Fairlane,1
The Boat That Rocked,3
Traffic,1
Indiana Jones and the Last Crusade,1
Anna Karenina,3
Chappie,1
The Bone Collector,1
Panic Room,1
The Tooth Fairy,0
Three Kings,1
Child 44,1
Rat Race,1
K-PAX,1
Kate & Leopold,3
Bedazzled,1
The Cotton Club,1
3:10 to Yuma,1
Taken 3,1
Out of Sight,1
The Cable Guy,1
Earth,3
Dick Tracy,1
The Thomas Crown Affair,1
Riding in Cars with Boys,1
First Blood,1
Solaris,4
Happily N'Ever After,1
Mary Reilly,3
My Best Friend's Wedding,1
America's Sweethearts,3
Insomnia,1
Star Trek: First Contact,1
Jonah Hex,3
Courage Under Fire,1
Liar Liar,1
The Infiltrator,3
Inchon,4
The Flintstones,1
Taken 2,1
Scary Movie 3,1
Miss Congeniality,1
Journey to the Center of the Earth,1
The Princess Diaries 2: Royal Engagement,3
The Pelican Brief,1
The Client,1
The Bucket List,1
Patriot Games,1
Monster-in-Law,1
Prisoners,1
Training Day,1
Galaxy Quest,1
Scary Movie 2,1
The Muppets,2
Blade,1
Coach Carter,1
Changing Lanes,1
Anaconda,1
Coyote Ugly,1
Love Actually,1
A Bug's Life,2
From Hell,1
The Specialist,1
Tin Cup,1
"Yours, Mine and Ours",4
Kicking & Screaming,3
The Hitchhiker's Guide to the Galaxy,1
Fat Albert,3
Resident Evil: Extinction,1
Blended,2
Last Holiday,2
The River Wild,1
The Indian in the Cupboard,1
Savages,1
Cellular,3
Johnny English,1
The Ant Bully,1
Dune,1
Across the Universe,3
Revolutionary Road,1
16 Blocks,1
Babylon A.D.,1
The Glimmer Man,3
Multiplicity,1
Aliens in the Attic,2
The Pledge,3
The Producers,1
The Phantom,3
All the Pretty Horses,3
Nixon,4
The Ghost Writer,1
Deep Rising,1
Miracle at St. Anna,4
Curse of the Golden Flower,3
Bangkok Dangerous,3
Big Trouble,3
Love in the Time of Cholera,1
Shadow Conspiracy,3
Johnny English Reborn,2
Foodfight!,2
Argo,1
The Fugitive,1
The Bounty Hunter,1
Sleepers,1
Rambo: First Blood Part II,1
The Juror,1
Pinocchio,4
Heaven's Gate,4
Underworld: Evolution,1
Victor Frankenstein,3
Finding Forrester,1
28 Days,3
Unleashed,3
The Sweetest Thing,3
The Firm,1
Charlie St. Cloud,3
The Mechanic,3
21 Jump Street,1
Notting Hill,1
Chicken Run,1
Along Came Polly,1
Boomerang,1
The Heat,1
Cleopatra,4
Here Comes the Boom,3
High Crimes,3
The Mirror Has Two Faces,0
The Mothman Prophecies,3
Brüno,3
Licence to Kill,1
Red Riding Hood,1
15 Minutes,1
Super Mario Bros.,1
Lord of War,3
Hero,1
One for the Money,3
The Interview,3
The Warrior's Way,3
Micmacs,3
8 Mile,1
Why I Did (Not) Eat My Father,0
A Knight's Tale,1
The Medallion,3
The Sixth Sense,1
Man on a Ledge,3
The Big Year,3
The Karate Kid,4
American Hustle,1
The Proposal,1
Double Jeopardy,1
Back to the Future Part II,1
Lucy,1
Fifty Shades of Grey,1
Spy Kids 3-D: Game Over,1
A Time to Kill,1
Cheaper by the Dozen,1
Lone Survivor,1
A League of Their Own,1
The Conjuring 2,1
The Social Network,1
He's Just Not That Into You,2
Scary Movie 4,1
Scream 3,1
Back to the Future Part III,1
Get Hard,1
Dracula,1
Julie & Julia,1
42,1
The Talented Mr. Ripley,1
Dumb and Dumber To,1
Eight Below,1
The Intern,1
Ride Along 2,1
The Last of the Mohicans,1
Ray,1
Sin City,1
Vantage Point,3
"I Love You, Man",1
Shallow Hal,1
JFK,1
Big Momma's House 2,1
The Mexican,1
17 Again,3
The Other Woman,2
The Final Destination,1
Bridge of Spies,1
Behind Enemy Lines,1
Get Him to the Greek,3
Shall We Dance?,1
Small Soldiers,1
Spawn,1
The Count of Monte Cristo,1
The Lincoln Lawyer,3
Unknown,3
The Prestige,1
Horrible Bosses 2,1
Escape from Planet Earth,2
Apocalypto,1
The Living Daylights,1
Predators,1
Legal Eagles,4
Secret Window,3
The Lake House,3
The Skeleton Key,3
The Odd Life of Timothy Green,0
Made of Honor,3
Jersey Boys,1
The Rainmaker,1
Gothika,1
Amistad,1
Medicine Man,1
Aliens vs Predator: Requiem,3
Ri¢hie Ri¢h,1
Autumn in New York,3
Music and Lyrics,1
Paul,1
The Guilt Trip,2
Scream 4,2
8MM,1
The Doors,1
Sex Tape,1
Hanging Up,3
Final Destination 5,1
Mickey Blue Eyes,3
Pay It Forward,3
Fever Pitch,3
Drillbit Taylor,3
A Million Ways to Die in the West,3
The Shadow,1
Extremely Loud & Incredibly Close,2
Morning Glory,2
Get Rich or Die Tryin',3
The Art of War,1
Rent,1
Bless the Child,3
The Out-of-Towners,1
The Island of Dr. Moreau,1
The Musketeer,3
The Other Boleyn Girl,3
Sweet November,1
The Reaping,3
Mean Streets,4
Renaissance Man,1
Colombiana,3
Quest for Camelot,1
City By The Sea,0
At First Sight,1
Torque,3
City Hall,3
Showgirls,1
Marie Antoinette,1
Kiss of Death,3
Get Carter,1
The Impossible,1
Ishtar,1
Fantastic Mr. Fox,2
Life or Something Like It,3
Memoirs of an Invisible Man,1
Amélie,1
New York Minute,3
Alfie,3
Big Miracle,3
The Deep End of the Ocean,3
FearDotCom,3
Cirque du Freak: The Vampire's Assistant,2
Duplex,3
Soul Men,0
Raise the Titanic,4
Universal Soldier: The Return,3
Pandorum,3
Impostor,3
Extreme Ops,3
Just Visiting,3
Sunshine,3
A Thousand Words,3
Delgo,2
The Gunman,3
Stormbreaker,3
Disturbia,3
Hackers,3
The Hunting Party,3
The Hudsucker Proxy,3
The Warlords,3
Nomad: The Warrior,0
Snowpiercer,1
A Monster in Paris,3
The Last Shot,3
The Crow,1
Baahubali: The Beginning,1
The Time Traveler's Wife,3
Because I Said So,3
Frankenweenie,1
Serenity,1
Against the Ropes,3
Superman III,1
Grudge Match,3
Red Cliff,2
Sweet Home Alabama,1
The Ugly Truth,1
Sgt. Bilko,3
Spy Kids 2: The Island of Lost Dreams,1
Star Trek: Generations,1
The Grandmaster,3
